"batch","order","id","action","page_type","lang","level","phase","cluster","url","title","gloss","primary_keyword","intent","competition","word_count","link_up","link_across_1","link_across_2","link_across_3","link_down_count","link_down","link_to_service_page","total_internal_links","cta","note","live_page_words"
"B01","37","12","EXISTS PARTLY — differentiate or merge","BLOG ARTICLE (/blog)","en","Cornerstone","1","Emirates, Cities & Free Zones","/blog/ai-automation-dubai/","AI Automation Services in Dubai: What to Build, What It Costs, Who to Hire","","ai automation dubai","BOFU","High","4000-5500","","","","","33","/blog/ai-automation-abu-dhabi/ | /services/ai-automation/free-zone/ | /services/ai-automation/gcc/ | /blog/chatbot-development-dubai/ | /blog/ai-agency-dubai/ | /blog/ai-voice-agent-dubai/ | /blog/whatsapp-automation-dubai/ | /blog/ai-for-small-business-dubai/ | /blog/chatbot-development-abu-dhabi/ | /blog/ai-agency-abu-dhabi/ | /blog/ai-voice-agent-abu-dhabi/ | /blog/whatsapp-automation-abu-dhabi/ | /blog/ai-for-small-business-abu-dhabi/ | /services/ai-automation/ai-automation-sharjah/ | /blog/chatbot-development-sharjah/ | /blog/ai-agency-sharjah/ | /blog/ai-voice-agent-sharjah/ | /blog/whatsapp-automation-sharjah/ | /services/ai-automation/ai-automation-ajman/ | /blog/chatbot-development-ajman/ | /blog/ai-agency-ajman/ | /services/ai-automation/ai-automation-ras-al-khaimah/ | /blog/chatbot-development-ras-al-khaimah/ | /blog/ai-agency-ras-al-khaimah/ | /services/ai-automation/ai-automation-fujairah/ | /blog/chatbot-development-fujairah/ | /blog/ai-agency-fujairah/ | /services/ai-automation/ai-automation-umm-al-quwain/ | /blog/chatbot-development-umm-al-quwain/ | /blog/ai-agency-umm-al-quwain/ | /services/ai-automation/ai-automation-al-ain/ | /blog/chatbot-development-al-ain/ | /blog/ai-agency-al-ain/","","12","Book a call with a Dubai-based team, not an offshore call centre.","","2189"
"B01","38","56","EXISTS PARTLY — differentiate or merge","BLOG ARTICLE (/blog)","en","Pillar","1","Emirates, Cities & Free Zones","/blog/ai-automation-abu-dhabi/","AI Automation in Abu Dhabi: Services, Costs and Sector Priorities","","ai automation abu dhabi","BOFU","Med","2500-3500","AI Automation Services in Dubai: What to Build, What It Costs, Who to Hire → /blog/ai-automation-dubai/","AI Automation for UAE Free Zone Companies → /services/ai-automation/free-zone/","AI Automation Across the GCC: Six Markets, Six Playbooks → /services/ai-automation/gcc/","AI Chatbot Development in Dubai → /blog/chatbot-development-dubai/","0","","","4","","","2108"
"B01","39","57","WRITE","PAGE (/services, /industries)","en","Pillar","1","Emirates, Cities & Free Zones","/services/ai-automation/free-zone/","AI Automation for UAE Free Zone Companies","","ai automation for free zone companies","MOFU","Low","2500-3500","AI Automation Services in Dubai: What to Build, What It Costs, Who to Hire → /blog/ai-automation-dubai/","AI Automation Across the GCC: Six Markets, Six Playbooks → /services/ai-automation/gcc/","AI Chatbot Development in Dubai → /blog/chatbot-development-dubai/","Choosing an AI Automation Agency in Dubai: A Buyer's Checklist → /blog/ai-agency-dubai/","14","/blog/ai-automation-dmcc/ | /blog/ai-automation-jafza/ | /blog/ai-automation-difc/ | /blog/ai-automation-adgm/ | /blog/ai-automation-ifza/ | /blog/ai-automation-shams/ | /blog/ai-automation-rakez/ | /blog/ai-automation-dubai-south/ | /blog/ai-automation-dafza/ | /blog/ai-automation-meydan/ | /blog/ai-automation-dic-dmc/ | /blog/ai-automation-kizad/ | /blog/ai-automation-masdar/ | /blog/ai-automation-hamriyah/","","16","","",""
"B01","40","58","WRITE","PAGE (/services, /industries)","en","Pillar","1","Emirates, Cities & Free Zones","/services/ai-automation/gcc/","AI Automation Across the GCC: Six Markets, Six Playbooks","","ai automation gcc","TOFU","Low","2500-3500","AI Automation Services in Dubai: What to Build, What It Costs, Who to Hire → /blog/ai-automation-dubai/","AI Chatbot Development in Dubai → /blog/chatbot-development-dubai/","Choosing an AI Automation Agency in Dubai: A Buyer's Checklist → /blog/ai-agency-dubai/","AI Voice Agents and Phone Automation in Dubai → /blog/ai-voice-agent-dubai/","15","/services/ai-automation/ai-automation-saudi-arabia/ | /blog/arabic-chatbot-saudi-arabia/ | /blog/saudi-arabia-data-protection-ai/ | /services/ai-automation/ai-automation-qatar/ | /blog/arabic-chatbot-qatar/ | /blog/qatar-data-protection-ai/ | /services/ai-automation/ai-automation-kuwait/ | /blog/arabic-chatbot-kuwait/ | /blog/kuwait-data-protection-ai/ | /services/ai-automation/ai-automation-bahrain/ | /blog/arabic-chatbot-bahrain/ | /blog/bahrain-data-protection-ai/ | /services/ai-automation/ai-automation-oman/ | /blog/arabic-chatbot-oman/ | /blog/oman-data-protection-ai/","","16","","",""
"B01","41","9","WRITE","PAGE (/services, /industries)","en","Cornerstone","1","Arabic & Bilingual AI (in English)","/services/arabic-ai/","Arabic AI: Building Agents That Actually Speak Gulf Arabic","","arabic ai","MOFU","Med","4500-6000","","","","","8","/services/arabic-ai/chatbots/ | /blog/arabic-llm-comparison/ | /services/arabic-ai/voice-agents/ | /blog/business-automation-ramadan/ | /blog/gulf-holidays-automation-calendar/ | /blog/uae-working-week-automation/ | /blog/arabic-seo-gulf/ | /blog/bilingual-website-uae-seo/","","8","Test the Arabic demo agent in your own dialect.","",""
"B01","42","59","WRITE","PAGE (/services, /industries)","en","Pillar","1","Arabic & Bilingual AI (in English)","/services/arabic-ai/chatbots/","Building Arabic AI Chatbots That Actually Work: Dialects, Arabizi and Code-Switching","","arabic ai chatbot development","MOFU","Med","2500-3500","Arabic AI: Building Agents That Actually Speak Gulf Arabic → /services/arabic-ai/","Jais vs Falcon vs GPT vs Claude for Arabic Business AI → /blog/arabic-llm-comparison/","Bilingual Voice Agents: Callers Who Switch Between Arabic and English Mid-Sentence → /services/arabic-ai/voice-agents/","Ramadan and Your AI Agents: Hours, Tone and Traffic Patterns → /blog/business-automation-ramadan/","9","/blog/why-arabic-chatbots-fail/ | /blog/msa-vs-gulf-dialect-chatbot/ | /blog/arabizi-chatbot-handling/ | /blog/code-switching-ai-chatbot/ | /blog/test-arabic-chatbot-quality/ | /blog/arabic-business-chat-etiquette/ | /blog/gulf-dialect-differences-business/ | /blog/arabic-first-ai-development/ | /blog/arabic-content-moderation-ai/","","13","","",""
"B01","43","60","WRITE","BLOG ARTICLE (/blog)","en","Pillar","1","Arabic & Bilingual AI (in English)","/blog/arabic-llm-comparison/","Jais vs Falcon vs GPT vs Claude for Arabic Business AI","","best llm for arabic","MOFU","Low","2500-3500","Arabic AI: Building Agents That Actually Speak Gulf Arabic → /services/arabic-ai/","Bilingual Voice Agents: Callers Who Switch Between Arabic and English Mid-Sentence → /services/arabic-ai/voice-agents/","Ramadan and Your AI Agents: Hours, Tone and Traffic Patterns → /blog/business-automation-ramadan/","Eid, National Day and the Gulf Calendar in Automated Communications → /blog/gulf-holidays-automation-calendar/","4","/blog/arabic-llm-benchmarks/ | /blog/host-arabic-llm-uae/ | /blog/gpt-vs-jais-arabic/ | /blog/arabic-embeddings-search/","","8","","",""
"B01","44","61","WRITE","PAGE (/services, /industries)","en","Pillar","1","Arabic & Bilingual AI (in English)","/services/arabic-ai/voice-agents/","Bilingual Voice Agents: Callers Who Switch Between Arabic and English Mid-Sentence","","arabic english ai voice agent","MOFU","Low","2500-3500","Arabic AI: Building Agents That Actually Speak Gulf Arabic → /services/arabic-ai/","Ramadan and Your AI Agents: Hours, Tone and Traffic Patterns → /blog/business-automation-ramadan/","Eid, National Day and the Gulf Calendar in Automated Communications → /blog/gulf-holidays-automation-calendar/","Friday, Saturday and the UAE Working Week in Automation Design → /blog/uae-working-week-automation/","4","/blog/language-detection-voice-ai/ | /blog/arabic-name-recognition-voice/ | /blog/arabic-voice-agent-pricing/ | /blog/gulf-voice-agent-testing/","","8","","",""
"B01","45","63","WRITE","BLOG ARTICLE (/blog)","en","Pillar","1","Tools, Platforms & Comparisons","/blog/chatbot-platform-comparison/","The UAE Chatbot Platform Shortlist: Honest Comparison of the Real Options","","best chatbot platform uae","BOFU","Med","2500-3500","AI Chatbot Development in the UAE: The Complete Buyer's Guide → /services/ai-chatbot-development/","Custom AI Assistant Development for UAE Businesses → /services/custom-gpt-development","The Six Types of Business Chatbot, and Which One Your Company Needs → /blog/chatbot-types/","Website AI Chatbots: Design, Placement and the Conversion Numbers That Matter → /blog/website-chatbot/","6","/blog/intercom-fin-vs-zendesk-ai/ | /blog/voiceflow-vs-botpress/ | /blog/manychat-vs-wati/ | /blog/chatbase-alternatives/ | /blog/best-arabic-chatbot/ | /blog/best-chatbot-for-small-business-uae/","","10","","",""
"B01","46","64","WRITE","BLOG ARTICLE (/blog)","en","Pillar","1","Tools, Platforms & Comparisons","/blog/voice-platform-comparison/","Voice AI Platforms Compared: Vapi, Retell, Bland, ElevenLabs and Building Your Own","","best ai voice platform","BOFU","Med","2500-3500","AI Voice Agents: The Complete Guide to Phone Automation for Gulf Businesses → /services/ai-agents/voice-agents","The AI Receptionist: Answering Every Call Without Hiring Anyone → /services/ai-agents/receptionist/","Outbound AI Calling: Where It Works, Where It Backfires, and the UAE Rules → /blog/outbound-voice-ai/","How an AI Voice Agent Is Actually Built: The Full Stack Explained → /blog/voice-ai-stack/","4","/blog/vapi-vs-retell/ | /blog/best-arabic-text-to-speech/ | /blog/best-arabic-speech-to-text/ | /blog/ai-answering-service-vs-custom/","","8","","",""
"B01","47","66","WRITE","BLOG ARTICLE (/blog)","en","Pillar","1","Data, RAG & Knowledge Systems","/blog/rag-guide/","RAG for Business: Making an AI Answer From Your Documents, Not Its Imagination","","rag for business","MOFU","Med","2500-3500","AI Agents for Business: What They Are, What They Cost and What They Actually Do → /services/ai-agents","Is Your Data Ready for AI? The Readiness Audit to Run Before You Spend a Dirham → /services/ai-strategy/data-readiness/","Prompt Engineering & Optimization for UAE Businesses → /services/prompt-engineering","AI Model Fine-Tuning for UAE Businesses → /services/ai-model-finetuning","7","/blog/how-rag-works/ | /blog/rag-retrieval-quality/ | /blog/vector-database-comparison/ | /blog/arabic-rag-retrieval/ | /blog/keeping-rag-up-to-date/ | /blog/rag-access-control/ | /blog/graph-rag-business/","","11","","",""
"B01","48","67","WRITE","PAGE (/services, /industries)","en","Pillar","1","Data, RAG & Knowledge Systems","/services/ai-strategy/data-readiness/","Is Your Data Ready for AI? The Readiness Audit to Run Before You Spend a Dirham","","data readiness for ai","MOFU","Low","2500-3500","AI Agents for Business: What They Are, What They Cost and What They Actually Do → /services/ai-agents","Prompt Engineering & Optimization for UAE Businesses → /services/prompt-engineering","AI Model Fine-Tuning for UAE Businesses → /services/ai-model-finetuning","AI Agent Tools & Platforms We Build With → /services/ai-agents/tools","7","/blog/data-audit-before-ai/ | /blog/capture-tribal-knowledge-business/ | /blog/bilingual-data-quality/ | /blog/sme-data-silos/ | /blog/build-knowledge-base-for-chatbot/ | /blog/data-cleaning-for-ai/ | /blog/business-analytics-before-ai/","","11","","",""
"B01","49","68","WRITE","BLOG ARTICLE (/blog)","en","Pillar","1","Adoption, Training & Change","/blog/ai-change-management/","Getting Your Team to Actually Use AI: A 30-Day Change Management Plan","","ai change management for employees","MOFU","Low","2500-3500","AI Automation in the UAE: The Complete Guide for Business Owners → /services/ai-automation","AI Training for UAE Teams: What to Teach, In What Order → /services/ai-training","Vibe Coding for UAE Businesses: AI-Accelerated Development → /services/vibe-coding","Internal AI Tools for UAE Businesses → /services/internal-ai-tools","6","/blog/employee-resistance-to-ai/ | /blog/will-ai-replace-my-job-uae/ | /blog/ai-champion-internal/ | /blog/training-staff-to-use-ai/ | /blog/measuring-ai-adoption/ | /blog/ai-rollout-multicultural-team/","","10","","",""
"B01","50","70","EXISTS PARTLY — differentiate or merge","BLOG ARTICLE (/blog)","en","Pillar","1","Templates, Checklists & Calculators","/blog/ai-templates-hub/","Free AI Automation Templates, Checklists and Calculators","","ai automation templates","MOFU","Low","2500-3500","What AI Automation Actually Costs in the UAE: Honest Numbers by Project Type → /pricing/ai-automation-cost/","How Much Does It Cost to Build an AI Agent in 2026? Ranges by Project Type → /blog/ai-agent-development-cost-uae/","AI Chatbot Cost in Dubai: What AED 5k, 25k and 100k Actually Buy → /blog/chatbot-development-cost-dubai/","AI Voice Agent Cost: Telephony, Minutes, Models and Maintenance → /blog/ai-voice-agent-cost/","15","/blog/ai-cost-calculator-uae/ | /blog/ai-roi-calculator/ | /blog/ai-readiness-assessment/ | /blog/chatbot-requirements-template/ | /blog/ai-vendor-scorecard/ | /blog/ai-handover-checklist/ | /blog/data-readiness-checklist/ | /blog/ai-policy-template-uae/ | /blog/conversation-design-template/ | /blog/whatsapp-automation-starter-guide/ | /blog/business-prompt-library/ | /blog/chatbot-red-team-script/ | /blog/ai-performance-report-template/ | /blog/automation-opportunity-worksheet/ | /blog/arabic-english-message-templates/","","16","","","2015"
"B02","51","71","EXISTS PARTLY — differentiate or merge","BLOG ARTICLE (/blog)","ar","Pillar","1","أساسيات أتمتة الأعمال بالذكاء الاصطناعي","/ar/blog/what-is-ai-agent/","ما هو وكيل الذكاء الاصطناعي؟ شرح عملي لأصحاب الأعمال","","وكيل الذكاء الاصطناعي","TOFU","Low","2500-3500","أتمتة الأعمال بالذكاء الاصطناعي: الدليل الشامل للشركات في الإمارات والخليج → /ar/services/ai-automation","الذكاء الاصطناعي التوليدي للشركات العربية: الفرص والمخاطر → /ar/blog/generative-ai-business/","الذكاء الاصطناعي حسب القطاع: أين يعمل فعلاً في السوق الخليجي → /ar/blog/ai-by-industry/","أسواق الخليج الستة للذكاء الاصطناعي: الفروق التي تهم شركتك → /ar/blog/gulf-markets/","6","/ar/blog/chatbot-vs-ai-agent-2/ | /ar/blog/how-agents-decide/ | /ar/blog/agentic-ai-explained/ | /ar/blog/do-you-need-ai/ | /ar/blog/rpa-vs-ai/ | /ar/blog/ai-glossary/","","10","","","1210"
